audio_path,text,gender_label,age_label,emotion_label,speaker_id,age_num
audios/1085_IOM_HAP_XX.wav,IOM,male,young,happy,1085,34
audios/1024_TIE_HAP_XX.wav,TIE,female,old,happy,1024,59
audios/1033_DFA_SAD_XX.wav,DFA,male,young,sad,1033,31
audios/1057_IEO_SAD_MD.wav,IEO,male,young,sad,1057,25
audios/1001_ITS_HAP_XX.wav,ITS,male,old,happy,1001,51
audios/1029_IEO_ANG_LO.wav,IEO,female,young,angry,1029,33
audios/1049_IWL_ANG_XX.wav,IWL,female,young,angry,1049,25
audios/1035_IWW_HAP_XX.wav,IWW,male,old,happy,1035,48
audios/1030_TSI_SAD_XX.wav,TSI,female,old,sad,1030,42
audios/1076_MTI_SAD_XX.wav,MTI,female,young,sad,1076,25
audios/1050_IEO_SAD_MD.wav,IEO,male,old,sad,1050,62
audios/1088_MTI_FEA_XX.wav,MTI,male,young,fear,1088,23
audios/1088_TSI_FEA_XX.wav,TSI,male,young,fear,1088,23
audios/1072_IEO_SAD_LO.wav,IEO,female,young,sad,1072,33
audios/1011_ITS_ANG_XX.wav,ITS,male,young,angry,1011,32
audios/1058_ITH_ANG_XX.wav,ITH,female,young,angry,1058,36
audios/1075_TIE_NEU_XX.wav,TIE,female,old,neutral,1075,40
audios/1022_IWW_FEA_XX.wav,IWW,male,young,fear,1022,22
audios/1022_IWW_NEU_XX.wav,IWW,male,young,neutral,1022,22
audios/1069_IWW_FEA_XX.wav,IWW,male,young,fear,1069,27
audios/1073_MTI_HAP_XX.wav,MTI,female,young,happy,1073,24
audios/1087_ITS_ANG_XX.wav,ITS,male,old,angry,1087,62
audios/1086_ITS_ANG_XX.wav,ITS,male,young,angry,1086,33
audios/1042_IWW_SAD_XX.wav,IWW,male,young,sad,1042,37
audios/1040_IOM_SAD_XX.wav,IOM,male,old,sad,1040,42
audios/1070_IEO_ANG_HI.wav,IEO,male,young,angry,1070,25
audios/1017_TSI_SAD_XX.wav,TSI,male,old,sad,1017,42
audios/1016_TSI_FEA_XX.wav,TSI,male,old,fear,1016,61
audios/1083_TAI_ANG_XX.wav,TAI,male,old,angry,1083,45
audios/1091_TSI_FEA_XX.wav,TSI,female,young,fear,1091,29
audios/1023_IOM_FEA_XX.wav,IOM,male,young,fear,1023,22
audios/1054_ITH_HAP_XX.wav,ITH,female,young,happy,1054,36
audios/1032_IWL_FEA_XX.wav,IWL,male,young,fear,1032,30
audios/1044_DFA_NEU_XX.wav,DFA,male,old,neutral,1044,40
audios/1085_IWW_ANG_XX.wav,IWW,male,young,angry,1085,34
audios/1061_IEO_FEA_LO.wav,IEO,female,old,fear,1061,51
audios/1088_IOM_ANG_XX.wav,IOM,male,young,angry,1088,23
audios/1036_TSI_NEU_XX.wav,TSI,male,old,neutral,1036,49
audios/1073_ITH_ANG_XX.wav,ITH,female,young,angry,1073,24
audios/1013_IEO_FEA_HI.wav,IEO,female,young,fear,1013,22
audios/1012_IEO_ANG_MD.wav,IEO,female,young,angry,1012,23
audios/1077_DFA_NEU_XX.wav,DFA,male,young,neutral,1077,20
audios/1069_IEO_ANG_LO.wav,IEO,male,young,angry,1069,27
audios/1084_IWW_HAP_XX.wav,IWW,female,old,happy,1084,46
audios/1026_IOM_FEA_XX.wav,IOM,male,young,fear,1026,33
audios/1014_IWL_ANG_XX.wav,IWL,male,young,angry,1014,24
audios/1003_TIE_FEA_XX.wav,TIE,female,young,fear,1003,21
audios/1014_TIE_FEA_XX.wav,TIE,male,young,fear,1014,24
audios/1043_DFA_NEU_XX.wav,DFA,female,young,neutral,1043,25
audios/1013_IWL_HAP_XX.wav,IWL,female,young,happy,1013,22
audios/1053_TSI_NEU_XX.wav,TSI,female,young,neutral,1053,35
audios/1068_MTI_NEU_XX.wav,MTI,male,young,neutral,1068,34
audios/1081_IEO_FEA_MD.wav,IEO,male,young,fear,1081,30
audios/1064_DFA_NEU_XX.wav,DFA,male,old,neutral,1064,53
audios/1058_TIE_HAP_XX.wav,TIE,female,young,happy,1058,36
audios/1005_TIE_NEU_XX.wav,TIE,male,young,neutral,1005,29
audios/1040_MTI_HAP_XX.wav,MTI,male,old,happy,1040,42
audios/1030_TSI_HAP_XX.wav,TSI,female,old,happy,1030,42
audios/1004_ITS_SAD_XX.wav,ITS,female,old,sad,1004,42
audios/1039_IEO_NEU_XX.wav,IEO,male,old,neutral,1039,51
audios/1061_TAI_ANG_XX.wav,TAI,female,old,angry,1061,51
audios/1050_IOM_SAD_XX.wav,IOM,male,old,sad,1050,62
audios/1017_TSI_ANG_XX.wav,TSI,male,old,angry,1017,42
audios/1009_IOM_NEU_XX.wav,IOM,female,young,neutral,1009,24
audios/1069_TAI_SAD_XX.wav,TAI,male,young,sad,1069,27
audios/1003_ITH_FEA_XX.wav,ITH,female,young,fear,1003,21
audios/1025_TAI_FEA_XX.wav,TAI,female,old,fear,1025,48
audios/1066_IEO_HAP_MD.wav,IEO,male,young,happy,1066,25
audios/1067_IEO_FEA_LO.wav,IEO,male,old,fear,1067,66
audios/1050_IEO_FEA_LO.wav,IEO,male,old,fear,1050,62
audios/1069_IOM_ANG_XX.wav,IOM,male,young,angry,1069,27
audios/1050_MTI_FEA_XX.wav,MTI,male,old,fear,1050,62
audios/1012_ITH_SAD_XX.wav,ITH,female,young,sad,1012,23
audios/1088_TAI_SAD_XX.wav,TAI,male,young,sad,1088,23
audios/1081_IWL_HAP_XX.wav,IWL,male,young,happy,1081,30
audios/1080_MTI_ANG_XX.wav,MTI,male,young,angry,1080,21
audios/1033_ITS_SAD_XX.wav,ITS,male,young,sad,1033,31
audios/1016_TSI_HAP_XX.wav,TSI,male,old,happy,1016,61
audios/1038_ITH_FEA_XX.wav,ITH,male,young,fear,1038,21
audios/1085_IEO_FEA_MD.wav,IEO,male,young,fear,1085,34
audios/1065_DFA_ANG_XX.wav,DFA,male,young,angry,1065,38
audios/1058_TSI_ANG_XX.wav,TSI,female,young,angry,1058,36
audios/1035_DFA_HAP_XX.wav,DFA,male,old,happy,1035,48
audios/1081_WSI_FEA_XX.wav,WSI,male,young,fear,1081,30
audios/1003_ITS_FEA_XX.wav,ITS,female,young,fear,1003,21
audios/1066_TAI_FEA_XX.wav,TAI,male,young,fear,1066,25
audios/1029_ITS_FEA_XX.wav,ITS,female,young,fear,1029,33
audios/1027_IOM_SAD_XX.wav,IOM,male,old,sad,1027,44
audios/1033_IEO_FEA_MD.wav,IEO,male,young,fear,1033,31
audios/1039_WSI_ANG_XX.wav,WSI,male,old,angry,1039,51
audios/1029_TIE_SAD_XX.wav,TIE,female,young,sad,1029,33
audios/1069_ITS_NEU_XX.wav,ITS,male,young,neutral,1069,27
audios/1001_IOM_HAP_XX.wav,IOM,male,old,happy,1001,51
audios/1034_IEO_HAP_MD.wav,IEO,male,old,happy,1034,74
audios/1004_TAI_NEU_XX.wav,TAI,female,old,neutral,1004,42
audios/1020_MTI_HAP_XX.wav,MTI,female,old,happy,1020,61
audios/1005_WSI_ANG_XX.wav,WSI,male,young,angry,1005,29
audios/1088_TIE_HAP_XX.wav,TIE,male,young,happy,1088,23
audios/1090_IEO_FEA_MD.wav,IEO,male,old,fear,1090,50
audios/1068_TIE_NEU_XX.wav,TIE,male,young,neutral,1068,34
audios/1016_TAI_FEA_XX.wav,TAI,male,old,fear,1016,61
audios/1044_IEO_ANG_HI.wav,IEO,male,old,angry,1044,40
audios/1058_IOM_SAD_XX.wav,IOM,female,young,sad,1058,36
audios/1075_WSI_SAD_XX.wav,WSI,female,old,sad,1075,40
audios/1083_IEO_HAP_HI.wav,IEO,male,old,happy,1083,45
audios/1012_IEO_NEU_XX.wav,IEO,female,young,neutral,1012,23
audios/1039_TAI_FEA_XX.wav,TAI,male,old,fear,1039,51
audios/1031_IWL_HAP_XX.wav,IWL,male,young,happy,1031,31
audios/1078_IEO_ANG_MD.wav,IEO,female,young,angry,1078,21
audios/1016_MTI_NEU_XX.wav,MTI,male,old,neutral,1016,61
audios/1046_MTI_SAD_XX.wav,MTI,female,young,sad,1046,22
audios/1068_TAI_HAP_XX.wav,TAI,male,young,happy,1068,34
audios/1062_ITH_NEU_XX.wav,ITH,male,old,neutral,1062,56
audios/1009_IEO_HAP_HI.wav,IEO,female,young,happy,1009,24
audios/1041_IOM_HAP_XX.wav,IOM,male,old,happy,1041,42
audios/1067_IEO_ANG_HI.wav,IEO,male,old,angry,1067,66
audios/1080_IOM_NEU_XX.wav,IOM,male,young,neutral,1080,21
audios/1049_IWW_NEU_XX.wav,IWW,female,young,neutral,1049,25
audios/1077_IEO_HAP_LO.wav,IEO,male,young,happy,1077,20
audios/1054_TIE_HAP_XX.wav,TIE,female,young,happy,1054,36
audios/1053_TIE_NEU_XX.wav,TIE,female,young,neutral,1053,35
audios/1031_IOM_HAP_XX.wav,IOM,male,young,happy,1031,31
audios/1029_MTI_SAD_XX.wav,MTI,female,young,sad,1029,33
audios/1011_ITH_FEA_XX.wav,ITH,male,young,fear,1011,32
audios/1035_IEO_SAD_HI.wav,IEO,male,old,sad,1035,48
audios/1077_ITH_HAP_XX.wav,ITH,male,young,happy,1077,20
audios/1019_IEO_SAD_LO.wav,IEO,male,young,sad,1019,29
audios/1027_IEO_FEA_LO.wav,IEO,male,old,fear,1027,44
audios/1023_MTI_HAP_XX.wav,MTI,male,young,happy,1023,22
audios/1085_IEO_FEA_LO.wav,IEO,male,young,fear,1085,34
audios/1074_IWW_SAD_XX.wav,IWW,female,young,sad,1074,31
audios/1025_ITS_FEA_XX.wav,ITS,female,old,fear,1025,48
audios/1073_WSI_NEU_XX.wav,WSI,female,young,neutral,1073,24
audios/1027_DFA_ANG_XX.wav,DFA,male,old,angry,1027,44
audios/1031_IOM_ANG_XX.wav,IOM,male,young,angry,1031,31
audios/1055_TAI_FEA_XX.wav,TAI,female,old,fear,1055,57
audios/1084_IOM_ANG_XX.wav,IOM,female,old,angry,1084,46
audios/1016_IEO_ANG_LO.wav,IEO,male,old,angry,1016,61
audios/1021_TAI_SAD_XX.wav,TAI,female,young,sad,1021,30
audios/1047_IOM_ANG_XX.wav,IOM,female,young,angry,1047,22
audios/1021_MTI_SAD_XX.wav,MTI,female,young,sad,1021,30
audios/1082_ITH_ANG_XX.wav,ITH,female,young,angry,1082,20
audios/1028_TIE_FEA_XX.wav,TIE,female,old,fear,1028,57
audios/1010_TAI_NEU_XX.wav,TAI,female,young,neutral,1010,27
audios/1035_IWL_SAD_XX.wav,IWL,male,old,sad,1035,48
audios/1087_IWW_NEU_XX.wav,IWW,male,old,neutral,1087,62
audios/1043_IEO_ANG_MD.wav,IEO,female,young,angry,1043,25
audios/1049_IOM_SAD_XX.wav,IOM,female,young,sad,1049,25
audios/1047_TIE_FEA_XX.wav,TIE,female,young,fear,1047,22
audios/1047_DFA_SAD_XX.wav,DFA,female,young,sad,1047,22
audios/1004_TAI_FEA_XX.wav,TAI,female,old,fear,1004,42
audios/1054_IEO_HAP_MD.wav,IEO,female,young,happy,1054,36
audios/1037_MTI_FEA_XX.wav,MTI,female,old,fear,1037,45
audios/1040_TIE_FEA_XX.wav,TIE,male,old,fear,1040,42
audios/1076_DFA_ANG_XX.wav,DFA,female,young,angry,1076,25
audios/1016_DFA_FEA_XX.wav,DFA,male,old,fear,1016,61
audios/1038_DFA_ANG_XX.wav,DFA,male,young,angry,1038,21
audios/1014_IOM_HAP_XX.wav,IOM,male,young,happy,1014,24
audios/1023_IEO_ANG_LO.wav,IEO,male,young,angry,1023,22
audios/1062_MTI_ANG_XX.wav,MTI,male,old,angry,1062,56
audios/1006_TIE_ANG_XX.wav,TIE,female,old,angry,1006,58
audios/1073_IEO_HAP_LO.wav,IEO,female,young,happy,1073,24
audios/1002_ITS_HAP_XX.wav,ITS,female,young,happy,1002,21
audios/1041_IWW_FEA_XX.wav,IWW,male,old,fear,1041,42
audios/1088_DFA_FEA_XX.wav,DFA,male,young,fear,1088,23
audios/1061_ITH_SAD_XX.wav,ITH,female,old,sad,1061,51
audios/1032_ITS_NEU_XX.wav,ITS,male,young,neutral,1032,30
audios/1070_IWW_ANG_XX.wav,IWW,male,young,angry,1070,25
audios/1054_IWW_ANG_XX.wav,IWW,female,young,angry,1054,36
audios/1044_IOM_ANG_XX.wav,IOM,male,old,angry,1044,40
audios/1049_TSI_ANG_XX.wav,TSI,female,young,angry,1049,25
audios/1008_TIE_HAP_XX.wav,TIE,female,old,happy,1008,46
audios/1012_IEO_HAP_HI.wav,IEO,female,young,happy,1012,23
audios/1080_TSI_ANG_XX.wav,TSI,male,young,angry,1080,21
audios/1032_TIE_NEU_XX.wav,TIE,male,young,neutral,1032,30
audios/1067_IWL_HAP_XX.wav,IWL,male,old,happy,1067,66
audios/1030_IEO_ANG_MD.wav,IEO,female,old,angry,1030,42
audios/1059_WSI_NEU_XX.wav,WSI,male,young,neutral,1059,21
audios/1068_WSI_HAP_XX.wav,WSI,male,young,happy,1068,34
audios/1015_IEO_NEU_XX.wav,IEO,male,young,neutral,1015,32
audios/1087_IEO_ANG_HI.wav,IEO,male,old,angry,1087,62
audios/1045_IWW_NEU_XX.wav,IWW,male,young,neutral,1045,22
audios/1071_TAI_SAD_XX.wav,TAI,male,old,sad,1071,41
audios/1080_IEO_FEA_HI.wav,IEO,male,young,fear,1080,21
audios/1083_MTI_ANG_XX.wav,MTI,male,old,angry,1083,45
audios/1079_DFA_ANG_XX.wav,DFA,female,young,angry,1079,21
audios/1054_IOM_FEA_XX.wav,IOM,female,young,fear,1054,36
audios/1043_TIE_ANG_XX.wav,TIE,female,young,angry,1043,25
audios/1037_WSI_FEA_XX.wav,WSI,female,old,fear,1037,45
audios/1072_ITS_ANG_XX.wav,ITS,female,young,angry,1072,33
audios/1071_DFA_FEA_XX.wav,DFA,male,old,fear,1071,41
audios/1045_IWL_NEU_XX.wav,IWL,male,young,neutral,1045,22
audios/1016_IEO_NEU_XX.wav,IEO,male,old,neutral,1016,61
audios/1037_ITS_HAP_XX.wav,ITS,female,old,happy,1037,45
audios/1084_IWL_HAP_XX.wav,IWL,female,old,happy,1084,46
audios/1038_ITS_ANG_XX.wav,ITS,male,young,angry,1038,21
audios/1090_MTI_HAP_XX.wav,MTI,male,old,happy,1090,50
audios/1019_IWW_NEU_XX.wav,IWW,male,young,neutral,1019,29
audios/1015_WSI_SAD_XX.wav,WSI,male,young,sad,1015,32
audios/1088_IWW_FEA_XX.wav,IWW,male,young,fear,1088,23
audios/1077_MTI_ANG_XX.wav,MTI,male,young,angry,1077,20
audios/1074_IOM_ANG_XX.wav,IOM,female,young,angry,1074,31
audios/1063_IEO_ANG_HI.wav,IEO,female,young,angry,1063,33
audios/1065_ITS_SAD_XX.wav,ITS,male,young,sad,1065,38
audios/1091_TAI_FEA_XX.wav,TAI,female,young,fear,1091,29
audios/1031_IWL_ANG_XX.wav,IWL,male,young,angry,1031,31
audios/1037_IEO_HAP_MD.wav,IEO,female,old,happy,1037,45
audios/1041_IEO_SAD_HI.wav,IEO,male,old,sad,1041,42
audios/1002_IEO_ANG_LO.wav,IEO,female,young,angry,1002,21
audios/1083_IEO_HAP_LO.wav,IEO,male,old,happy,1083,45
audios/1034_ITH_FEA_XX.wav,ITH,male,old,fear,1034,74
audios/1049_ITH_HAP_XX.wav,ITH,female,young,happy,1049,25
audios/1062_IWW_SAD_XX.wav,IWW,male,old,sad,1062,56
audios/1046_IWL_NEU_XX.wav,IWL,female,young,neutral,1046,22
audios/1012_ITS_SAD_XX.wav,ITS,female,young,sad,1012,23
audios/1083_IWW_ANG_XX.wav,IWW,male,old,angry,1083,45
audios/1086_IWW_ANG_XX.wav,IWW,male,young,angry,1086,33
audios/1084_IWW_SAD_XX.wav,IWW,female,old,sad,1084,46
audios/1084_IWL_FEA_XX.wav,IWL,female,old,fear,1084,46
audios/1069_IEO_HAP_HI.wav,IEO,male,young,happy,1069,27
audios/1003_IWL_NEU_XX.wav,IWL,female,young,neutral,1003,21
audios/1056_TAI_HAP_XX.wav,TAI,female,old,happy,1056,52
audios/1009_IEO_FEA_LO.wav,IEO,female,young,fear,1009,24
audios/1025_IEO_FEA_HI.wav,IEO,female,old,fear,1025,48
audios/1055_IEO_NEU_XX.wav,IEO,female,old,neutral,1055,57
audios/1023_MTI_ANG_XX.wav,MTI,male,young,angry,1023,22
audios/1069_IEO_ANG_HI.wav,IEO,male,young,angry,1069,27
audios/1091_DFA_SAD_XX.wav,DFA,female,young,sad,1091,29
audios/1015_WSI_FEA_XX.wav,WSI,male,young,fear,1015,32
audios/1009_TIE_HAP_XX.wav,TIE,female,young,happy,1009,24
audios/1084_DFA_FEA_XX.wav,DFA,female,old,fear,1084,46
audios/1001_IWW_HAP_XX.wav,IWW,male,old,happy,1001,51
audios/1021_IEO_ANG_MD.wav,IEO,female,young,angry,1021,30
audios/1005_MTI_HAP_XX.wav,MTI,male,young,happy,1005,29
audios/1081_TSI_HAP_XX.wav,TSI,male,young,happy,1081,30
audios/1083_TIE_FEA_XX.wav,TIE,male,old,fear,1083,45
audios/1049_WSI_SAD_XX.wav,WSI,female,young,sad,1049,25
audios/1044_MTI_ANG_XX.wav,MTI,male,old,angry,1044,40
audios/1073_TIE_ANG_XX.wav,TIE,female,young,angry,1073,24
audios/1048_TIE_SAD_XX.wav,TIE,male,young,sad,1048,38
audios/1071_ITH_NEU_XX.wav,ITH,male,old,neutral,1071,41
audios/1009_IEO_SAD_LO.wav,IEO,female,young,sad,1009,24
audios/1049_TAI_FEA_XX.wav,TAI,female,young,fear,1049,25
audios/1066_DFA_SAD_XX.wav,DFA,male,young,sad,1066,25
audios/1007_IOM_HAP_XX.wav,IOM,female,young,happy,1007,38
audios/1078_WSI_ANG_XX.wav,WSI,female,young,angry,1078,21
audios/1011_TAI_ANG_XX.wav,TAI,male,young,angry,1011,32
audios/1023_IWW_FEA_XX.wav,IWW,male,young,fear,1023,22
audios/1081_TSI_SAD_XX.wav,TSI,male,young,sad,1081,30
audios/1018_IWL_NEU_XX.wav,IWL,female,young,neutral,1018,25
audios/1083_ITS_SAD_XX.wav,ITS,male,old,sad,1083,45
audios/1027_ITH_HAP_XX.wav,ITH,male,old,happy,1027,44
audios/1067_TIE_ANG_XX.wav,TIE,male,old,angry,1067,66
audios/1040_IWL_ANG_XX.wav,IWL,male,old,angry,1040,42
audios/1020_IEO_FEA_MD.wav,IEO,female,old,fear,1020,61
audios/1091_IEO_HAP_MD.wav,IEO,female,young,happy,1091,29
audios/1052_IWW_FEA_XX.wav,IWW,female,young,fear,1052,33
audios/1016_DFA_SAD_XX.wav,DFA,male,old,sad,1016,61
audios/1077_TAI_HAP_XX.wav,TAI,male,young,happy,1077,20
audios/1070_DFA_HAP_XX.wav,DFA,male,young,happy,1070,25
audios/1077_IEO_NEU_XX.wav,IEO,male,young,neutral,1077,20
audios/1060_IEO_NEU_XX.wav,IEO,female,young,neutral,1060,28
