resolved_audio_path,duration_sec,f0_mean,f0_std,f0_min,f0_max,f0_range,energy_mean,energy_std,energy_range,tempo_bpm,pause_ratio,spec_centroid_mean,spec_bandwidth_mean,spec_rolloff95_mean,spec_flux_mean,spec_tilt_proxy,mfcc_mean,mfcc_std,mfcc_delta_std,hnr_mean,jitter_local,shimmer_local,feature_status
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1074_IEO_NEU_XX.wav,2.3023125,162.5528275890902,20.96066576763108,105.94630943592954,194.30638823072118,88.36007879479165,0.011139873415231705,0.008727447129786015,0.0341353106778115,104.16666666666667,0.0,1295.3365525015515,1850.5477105052155,5787.434895833333,1.3989747762680054,-24.025388717651367,-16.30512046813965,114.25774383544922,3.4653124809265137,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1019_MTI_NEU_XX.wav,2.1688125,134.48937073955545,3.5180544108607728,123.11444133449163,138.99182198423372,15.877380649742094,0.030571334064006805,0.02476806379854679,0.09530290868133307,156.25,0.0,1245.0013406552407,1656.5750251759148,5063.074448529412,1.7854162454605103,-25.077987670898438,-14.142786979675293,100.28282928466797,5.793581962585449,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1088_IWW_SAD_XX.wav,2.7694375,65.92809224514797,8.126446585681446,52.364706141031334,80.29228818633764,27.92758204530631,0.005749664735049009,0.0025379618164151907,0.01085395715199411,104.16666666666667,0.0,1139.7576092286033,1800.721484857527,5748.114224137931,1.2553973197937012,-24.355566024780273,-18.795154571533203,134.951416015625,2.905128002166748,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1020_WSI_HAP_XX.wav,2.3690625,302.2444602001207,77.24062269876897,214.35469250725862,446.3988570520892,232.0441645448306,0.031110556796193123,0.030056042596697807,0.12000270676799119,125.0,0.00044848964516552847,1574.9757966134327,1806.738999764922,5480.3125,1.723436713218689,-23.03319549560547,-15.780658721923828,101.45348358154297,4.793547630310059,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1028_IWW_NEU_XX.wav,2.56925,180.57057954572227,20.073529159173717,107.79821830428551,215.59643660857103,107.79821830428551,0.012683693319559097,0.008068319410085678,0.028172988910228014,110.29411764705883,0.0,1320.3642664541476,1843.6055768243646,5701.581790123457,1.5962437391281128,-23.507083892822266,-15.742146492004395,111.38996887207031,3.7509403228759766,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1010_IWW_HAP_XX.wav,2.8695,321.660055614846,67.73392962329311,188.7748625363387,416.5048610139225,227.7299984775838,0.021991994231939316,0.019105296581983566,0.07132552447728813,125.0,0.0,1451.3371984705668,1903.0269454787863,5817.447916666667,1.6624422073364258,-20.49160385131836,-16.593975067138672,108.97366333007812,4.9076385498046875,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1055_IWL_NEU_XX.wav,3.3033125,170.64386501699096,27.42183508689158,139.79699341790194,232.40911739156792,92.61212397366597,0.011724796146154404,0.00858587957918644,0.032436988316476345,144.23076923076923,0.0,1162.185760412322,1695.0403574425566,5406.024639423077,1.315285325050354,-26.63797378540039,-16.98947525024414,112.84907531738281,3.9763803482055664,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1043_MTI_ANG_XX.wav,2.402375,241.2207402660179,68.89116574257243,106.56005016284841,360.5001850443321,253.9401348814837,0.04259558767080307,0.0355369858443737,0.13373419479466975,144.23076923076923,0.02762890889224201,1323.7257616033419,1594.7925980645155,4796.258223684211,1.7982797622680664,-24.57662582397461,-14.825881004333496,96.19927215576172,5.13776159286499,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1046_ITH_SAD_XX.wav,2.402375,184.17059412817514,25.857967857990364,156.91681957935012,225.79288096122622,68.8760613818761,0.010370218195021152,0.005281010176986456,0.019216072047129273,110.29411764705883,0.0,1193.4514742120743,1757.7955586950782,5542.763157894737,1.3613313436508179,-26.001068115234375,-15.58902359008789,112.83556365966797,3.003798246383667,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1068_IEO_ANG_LO.wav,2.602625,186.1832468415539,21.669971442299754,156.0130452026747,228.41646786215435,72.40342265947965,0.04548463597893715,0.06272158771753311,0.2021310916170478,93.75,0.5573699630181067,1373.23233381753,1826.6674047332244,5671.493902439024,1.6764788627624512,-23.302337646484375,-14.206318855285645,104.0107421875,5.304368495941162,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1068_IEO_FEA_HI.wav,2.535875,157.8793123217544,15.903365274363365,136.60402567543954,186.60659830736148,50.002572631921936,0.023595640435814857,0.030738094821572304,0.12413099897094071,125.0,0.01572435549859519,1633.6655905657221,1932.2880025689724,6109.9609375,1.5419836044311523,-20.162494659423828,-14.336875915527344,102.18067932128906,5.160555362701416,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1062_WSI_HAP_XX.wav,2.1688125,162.07907443031417,34.46174309970295,92.23161935859392,224.49240966187455,132.26079030328063,0.04828654229640961,0.038179732859134674,0.11311089270748198,144.23076923076923,0.0,1301.9437943542837,1625.6314533593825,4836.971507352941,1.8087025880813599,-27.1425838470459,-13.373358726501465,95.47066497802734,5.018346309661865,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1022_ITH_ANG_XX.wav,3.2365625,181.76965904560154,56.50439144727384,110.31788221637464,286.12918648705164,175.811304270677,0.0839242935180664,0.09723634272813797,0.34896588884294033,133.92857142857142,0.3276817611277397,1620.957875217989,1720.078683988158,5276.577818627451,2.1433777809143066,-21.32433319091797,-11.912352561950684,82.62065124511719,5.40854024887085,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1042_IOM_HAP_XX.wav,2.3356875,196.3560220342173,32.377617483743954,106.56005016284841,270.06998923363795,163.50993907078953,0.032569315284490585,0.030683565884828568,0.10050465445965528,156.25,0.0,1219.160536733488,1699.4276339637347,5196.917808219178,1.51175856590271,-24.523971557617188,-15.359346389770508,102.89554595947266,4.344858646392822,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1010_IWW_ANG_XX.wav,2.2755625,267.81464072836525,44.63023606745412,180.25009252216606,342.23801027304086,161.9879177508748,0.060675542801618576,0.05623891204595566,0.16885857586748898,133.92857142857142,0.18437748908236973,1791.0095539395868,1924.0956141280371,5901.909722222223,2.1858224868774414,-17.218826293945312,-14.436195373535156,91.5094985961914,6.5564093589782715,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1029_IEO_HAP_MD.wav,1.901875,257.8907286866493,33.17703606195923,218.10154653305153,317.4802103936399,99.37866386058835,0.03346078470349312,0.03428773954510689,0.1154109463095665,208.33333333333334,0.0409464344396977,1776.55796362192,1893.3615546138446,6016.40625,1.9633597135543823,-17.49502182006836,-15.577580451965332,94.63722229003906,5.342442989349365,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1049_TAI_HAP_XX.wav,2.06875,329.664406319804,100.53490127939094,213.12010032569688,537.0290011121053,323.9089007864085,0.08042160421609879,0.05778225138783455,0.1847652173601091,144.23076923076923,0.08737160120845922,1577.918712090287,1738.498201173458,5368.028846153846,2.099275827407837,-22.47539520263672,-13.65320110321045,80.23246002197266,6.721215724945068,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1012_WSI_NEU_XX.wav,2.7360625,217.80372722174207,29.621528948405853,180.25009252216606,281.2136583244699,100.96356580230386,0.018636956810951233,0.014210975728929043,0.06905173743143678,187.5,0.0,1504.2502844858461,1816.3824280367435,5482.376453488372,1.6754775047302246,-22.444828033447266,-14.746503829956055,104.90670776367188,4.5697126388549805,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1008_TSI_FEA_XX.wav,2.3356875,382.0271440368267,22.827190327746834,319.31935454265994,411.72089465739674,92.4015401147368,0.027960317209362984,0.02307792939245701,0.07931650732643902,144.23076923076923,0.0,2185.2374097799134,2133.010321618332,6727.632705479452,1.7174227237701416,-14.382286071777344,-16.000202178955078,93.37091827392578,5.538389682769775,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1061_TIE_HAP_XX.wav,2.969625,166.25524508914876,28.473560341821624,114.20823393107715,213.12010032569688,98.91186639461974,0.014268551953136921,0.009893163107335567,0.03547553066164255,117.1875,0.0,1577.4377218822808,1875.2106020849296,5902.217741935484,1.4430323839187622,-23.577436447143555,-14.566692352294922,103.03189849853516,4.356460094451904,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1064_WSI_HAP_XX.wav,3.43675,116.97368351324687,10.04496156883622,104.72941228206267,128.1944081920729,23.46499591001023,0.0131642185151577,0.012906964868307114,0.05300601711496711,156.25,0.0,1476.3461237930871,1928.2014765778138,5890.480324074074,1.453089714050293,-22.012521743774414,-16.612478256225586,113.4997329711914,3.5911026000976562,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1044_IWW_FEA_XX.wav,2.7026875,180.55903539251335,34.47645236184157,138.1912879967776,243.40070273411817,105.20941473734058,0.02581401728093624,0.03471783921122551,0.15100562293082476,125.0,0.20671553777490004,1429.0427382857679,1866.7482456822593,5798.069852941177,1.4642308950424194,-22.161136627197266,-14.820418357849121,105.72064208984375,5.149034023284912,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1006_WSI_SAD_XX.wav,3.903875,228.1797425254789,17.49028825261336,186.60659830736148,262.38162088748976,75.77502258012828,0.008743254467844963,0.004048874601721764,0.021034673787653446,110.29411764705883,0.0,1487.0263934913628,1966.6926067190277,6086.898053278688,1.328944444656372,-21.341936111450195,-16.656761169433594,118.72511291503906,3.4497134685516357,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1035_ITS_FEA_XX.wav,2.102125,191.72104467416383,31.159696845616924,156.91681957935012,247.65527207548806,90.73845249613794,0.026560429483652115,0.029332831501960754,0.08648571535013616,125.0,0.0,1623.82663931095,1990.3227214167014,6214.015151515152,1.470072865486145,-20.96542739868164,-14.416061401367188,101.6808090209961,4.358130931854248,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1027_IWW_FEA_XX.wav,2.06875,173.2456690881907,40.74860695129321,107.17734625362931,225.79288096122622,118.61553470759691,0.013650508597493172,0.009021834470331669,0.030683410819619894,144.23076923076923,0.0,1467.6194140189918,1915.8723502802313,5957.572115384615,1.4066587686538696,-22.605958938598633,-15.513490676879883,109.15278625488281,4.253910541534424,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1043_ITH_SAD_XX.wav,2.2689375,212.86517965955477,18.645648551172734,190.9683207820833,263.9015821545788,72.93326137249551,0.00944507960230112,0.004163697827607393,0.016491356771439314,156.25,0.0,1279.1482175532647,1770.43925902659,5470.730633802817,1.4469228982925415,-24.02774429321289,-16.435884475708008,111.39974212646484,2.737147092819214,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1016_DFA_HAP_XX.wav,1.901875,189.17376165745182,25.26052809637572,149.83070768766817,227.10088581417543,77.27017812650726,0.04784807935357094,0.05126652121543884,0.17665058560669422,98.6842105263158,0.2933289516924088,1365.7946870717149,1805.0500104835342,5622.135416666667,1.7181247472763062,-22.91326904296875,-14.092249870300293,98.98584747314453,6.044465065002441,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1026_MTI_HAP_XX.wav,2.7026875,137.18492513896933,4.079162248029418,125.26644386241279,143.893358001082,18.626914138669207,0.055379338562488556,0.049818750470876694,0.1900245239958167,125.0,0.14751520477302682,1215.2855627262481,1623.4174499443434,4989.246323529412,1.6723856925964355,-25.335304260253906,-13.520312309265137,93.9292221069336,5.525802135467529,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1023_IWW_ANG_XX.wav,1.8018125,196.08880485594779,67.76360522927544,96.03729450510042,279.5939868358039,183.55669233070347,0.158678337931633,0.12661275267601013,0.4527616952545941,104.16666666666667,0.2540844288737035,1516.1586525303892,1731.2290051009504,5589.226973684211,1.978758692741394,-21.681137084960938,-10.957784652709961,70.98461151123047,7.966414451599121,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1062_IWL_HAP_XX.wav,2.002,163.31157887508638,26.21904604564993,125.99210498948732,195.43199368684918,69.43988869736187,0.03048885054886341,0.02551881968975067,0.07975161401554942,144.23076923076923,0.0,1024.1981234113139,1456.9707533466517,4295.014880952381,1.4789378643035889,-31.2900447845459,-14.245509147644043,104.91520690917969,3.8671116828918457,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1057_IEO_FEA_HI.wav,2.7694375,228.27376958203664,17.108622750022846,188.7748625363387,251.98420997897463,63.20934744263593,0.04635309800505638,0.08695469051599503,0.3091534790582955,156.25,0.7342420617905261,1586.0836295987615,1933.4218967528495,6211.206896551724,1.3366692066192627,-20.317825317382812,-15.547123908996582,99.93213653564453,4.890661716461182,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1037_IWL_HAP_XX.wav,2.6693125,233.94772517222552,39.82004753300475,155.11447618337345,287.786716002164,132.67223981879053,0.08387462794780731,0.07490819692611694,0.2251652565319091,170.45454545454547,0.2927017724601372,1278.3135748106652,1568.4620357073904,4979.166666666667,1.879913330078125,-24.86071014404297,-14.748462677001953,89.634765625,6.698911190032959,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1036_ITH_NEU_XX.wav,2.5025,106.15720021990518,12.012354117882001,86.05514372443301,125.26644386241279,39.21130013797978,0.021344128996133804,0.020758239552378654,0.06794440001249313,144.23076923076923,0.0,1211.7953648761954,1675.691802317417,5189.280063291139,1.6063734292984009,-26.685165405273438,-14.631958961486816,107.38722229003906,4.388222694396973,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1067_TSI_ANG_XX.wav,2.002,227.29266615744,27.158006180664028,182.34449771164336,265.4303484677136,83.08585075607024,0.07298122346401215,0.09143567085266113,0.32394220936112106,133.92857142857142,0.34465534465534464,1931.5485880369374,1995.2100595638028,6255.332341269841,1.7393425703048706,-17.86544418334961,-12.369194030761719,84.05252075195312,5.9703497886657715,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1037_ITH_HAP_XX.wav,2.535875,262.7900629082907,80.91578382037359,168.1792830507429,404.647776120769,236.46849307002608,0.02279946580529213,0.017022181302309036,0.06201353785581887,144.23076923076923,0.0,1295.2420715193043,1690.9369333657437,5114.74609375,1.787989616394043,-25.05845069885254,-15.973770141601562,102.36875915527344,4.25282096862793,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1032_WSI_ANG_XX.wav,2.56925,124.49466556155264,2.7039304135647573,118.9207115002721,128.1944081920729,9.273696691800794,0.04326416924595833,0.04989100620150566,0.22423421335406601,156.25,0.33988518050014593,1625.937933890819,1770.8141358387868,5298.321759259259,1.8305134773254395,-23.022010803222656,-14.31593132019043,95.45079040527344,6.43079137802124,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1084_IEO_ANG_LO.wav,2.3356875,178.71271768636134,4.2186220296512245,171.11900513652043,185.5318233882619,14.41281825174147,0.02152412384748459,0.01914171874523163,0.0668480359017849,125.0,0.0,1512.9921000914342,1852.460900296436,5756.742294520548,2.0024948120117188,-22.73520278930664,-17.024415969848633,106.61233520507812,5.503647327423096,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1015_IEO_FEA_MD.wav,2.6693125,,,,,,0.010426221415400505,0.009818659164011478,0.04271941911429167,133.92857142857142,0.0,1342.5321588334812,1925.5293430539148,6123.139880952381,1.2211976051330566,-21.95168113708496,-16.138151168823242,116.29446411132812,3.576251983642578,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1062_ITH_SAD_XX.wav,3.3033125,108.60569664990366,16.662298975363754,84.08964152537145,144.7269237440378,60.63728221866636,0.01097276620566845,0.007945221848785877,0.029490868095308542,133.92857142857142,0.0,1164.1759119948017,1787.4971755360132,5635.967548076923,1.1997473239898682,-24.89412498474121,-15.209036827087402,114.75176239013672,2.553114175796509,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1082_IEO_NEU_XX.wav,1.93525,139.2841871559158,80.39080189422842,55.15894110818732,253.44393965741244,198.28499854922512,0.00964890792965889,0.008629867807030678,0.028027427149936557,104.16666666666667,0.0,1475.6256453427957,1930.3799872906104,6072.873975409836,1.676361322402954,-21.230512619018555,-19.164470672607422,125.46731567382812,5.225637912750244,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1032_IWL_SAD_XX.wav,2.8361875,102.96426364641266,5.046138915988964,96.03729450510042,112.89644048061314,16.859145975512718,0.022190134972333908,0.022742627188563347,0.10295614483766258,133.92857142857142,0.011282751933713864,1181.5003303944684,1667.9156017561504,5170.909410112359,1.5088821649551392,-26.975811004638672,-15.659667015075684,107.96288299560547,4.98369836807251,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1059_MTI_FEA_XX.wav,2.3023125,307.1020365955042,27.09985187142125,247.65527207548806,366.80161728186846,119.1463452063804,0.19123318791389465,0.16682638227939606,0.5290589816868305,133.92857142857142,0.2772484187094497,1487.84400917576,1641.2284288264755,5143.771701388889,1.9066827297210693,-22.596866607666016,-12.261568069458008,72.672607421875,6.5745320320129395,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1039_TAI_NEU_XX.wav,2.402375,102.57046784450908,6.07710407502192,87.55936114058852,112.89644048061314,25.337079340024616,0.015608558431267738,0.010370376519858837,0.03489891462959349,104.16666666666667,0.0,1353.4419850546267,1795.299792967787,5322.368421052632,1.3779593706130981,-23.64052963256836,-16.185142517089844,111.04487609863281,4.166322708129883,,,,ok
C:\Users\33932\Desktop\token-level\crema_data_1000\audios\1064_TSI_HAP_XX.wav,3.43675,128.35981491110516,13.179532226477784,77.55723809168673,155.11447618337345,77.55723809168673,0.02017246186733246,0.023364532738924026,0.09499311610125005,133.92857142857142,0.009311122426711282,1674.0457894866881,2052.80977954598,6339.916087962963,1.4828771352767944,-20.14537811279297,-16.786832809448242,107.47306060791016,3.9415900707244873,,,,ok
