file,emotion,emotion.level,emotion.agreement
1001/1001_WSI_FEA_XX.wav,fear,58.0,0.6
1001/1001_WSI_DIS_XX.wav,disgust,63.14,0.6363636363636359
1002/1002_IEO_NEU_XX.wav,neutral,84.6,0.9090909090909091
1002/1002_IEO_HAP_LO.wav,happiness,76.3,0.9090909090909091
1002/1002_IEO_HAP_MD.wav,happiness,50.67,0.666666666666667
1002/1002_IEO_HAP_HI.wav,happiness,77.5,0.8888888888888891
1002/1002_IEO_SAD_LO.wav,neutral,80.14,0.7
1002/1002_IEO_SAD_MD.wav,neutral,81.8,0.555555555555556
1002/1002_IEO_SAD_HI.wav,neutral,73.0,0.666666666666667
1002/1002_IEO_ANG_LO.wav,disgust,75.0,0.5
1002/1002_IEO_ANG_MD.wav,anger,52.43,0.7777777777777779
1002/1002_IEO_ANG_HI.wav,anger,70.14,0.7
1002/1002_IEO_FEA_LO.wav,fear,58.0,0.8888888888888891
1002/1002_IEO_FEA_MD.wav,neutral,59.8,0.5
1002/1002_IEO_FEA_HI.wav,fear,68.56,1.0
1002/1002_IEO_DIS_LO.wav,neutral,61.0,0.625
1002/1002_IEO_DIS_MD.wav,fear,56.25,0.5714285714285711
1002/1002_IEO_DIS_HI.wav,disgust,33.4,0.5
1002/1002_TIE_HAP_XX.wav,happiness,77.67,0.75
1002/1002_TIE_SAD_XX.wav,fear,77.5,0.6
1002/1002_TIE_ANG_XX.wav,anger,79.22,0.9
1002/1002_TIE_FEA_XX.wav,fear,57.57,0.7777777777777779
1002/1002_TIE_DIS_XX.wav,no_agreement,,0.4
1002/1002_IOM_NEU_XX.wav,neutral,85.5,0.8
1002/1002_IOM_HAP_XX.wav,happiness,73.0,1.0
1002/1002_IOM_SAD_XX.wav,fear,49.0,0.7
1002/1002_IOM_ANG_XX.wav,anger,69.0,1.0
1002/1002_IOM_FEA_XX.wav,neutral,89.0,0.666666666666667
1002/1002_IOM_DIS_XX.wav,fear,51.8,0.5
1002/1002_IWW_NEU_XX.wav,neutral,66.17,0.666666666666667
1002/1002_IWW_HAP_XX.wav,happiness,65.7,1.0
1002/1002_IWW_SAD_XX.wav,fear,62.6,0.5
1002/1002_IWW_ANG_XX.wav,anger,39.4,0.5
1002/1002_IWW_FEA_XX.wav,fear,62.45,1.0
1002/1002_IWW_DIS_XX.wav,fear,65.83,0.666666666666667
1002/1002_TAI_NEU_XX.wav,neutral,81.67,0.6
1002/1002_TAI_HAP_XX.wav,happiness,60.43,0.7
1002/1002_TAI_SAD_XX.wav,fear,49.0,0.4
1002/1002_TAI_ANG_XX.wav,disgust,68.33,0.666666666666667
1002/1002_TAI_FEA_XX.wav,fear,63.67,1.0
1002/1002_TAI_DIS_XX.wav,disgust,53.4,0.5
1002/1002_MTI_NEU_XX.wav,neutral,69.5,0.7272727272727271
1002/1002_MTI_HAP_XX.wav,happiness,58.88,0.8
1002/1002_MTI_SAD_XX.wav,sadness,51.67,0.6
1002/1002_MTI_ANG_XX.wav,disgust,78.8,0.5
1002/1002_MTI_FEA_XX.wav,fear,52.75,0.8
1002/1002_MTI_DIS_XX.wav,sadness,51.4,0.5
1002/1002_IWL_NEU_XX.wav,neutral,70.9,0.9090909090909091
1002/1002_IWL_HAP_XX.wav,happiness,76.12,0.8888888888888891
1002/1002_IWL_SAD_XX.wav,neutral,57.33,0.6
1002/1002_IWL_ANG_XX.wav,anger,46.71,0.7
1002/1002_IWL_FEA_XX.wav,no_agreement,,0.375
1002/1002_IWL_DIS_XX.wav,no_agreement,,0.4
1002/1002_ITH_NEU_XX.wav,neutral,66.29,0.7
1002/1002_ITH_HAP_XX.wav,happiness,61.62,1.0
1002/1002_ITH_SAD_XX.wav,sadness,44.2,0.5
1002/1002_ITH_ANG_XX.wav,anger,44.6,0.5
1002/1002_ITH_FEA_XX.wav,fear,48.0,0.6
1002/1002_ITH_DIS_XX.wav,fear,50.5,0.6
1002/1002_DFA_NEU_XX.wav,neutral,68.25,0.8
1002/1002_DFA_HAP_XX.wav,happiness,56.75,0.8
1002/1002_DFA_SAD_XX.wav,neutral,56.83,0.6
1002/1002_DFA_ANG_XX.wav,anger,82.33,0.9
1002/1002_DFA_FEA_XX.wav,fear,57.22,0.9
1002/1002_DFA_DIS_XX.wav,disgust,69.62,0.8888888888888891
1002/1002_ITS_NEU_XX.wav,neutral,84.0,0.5
1002/1002_ITS_HAP_XX.wav,happiness,71.38,0.8888888888888891
1002/1002_ITS_SAD_XX.wav,neutral,67.8,0.5
1002/1002_ITS_ANG_XX.wav,disgust,47.5,0.6
1002/1002_ITS_FEA_XX.wav,fear,76.88,0.8
1002/1002_ITS_DIS_XX.wav,disgust,62.8,1.0
1002/1002_TSI_NEU_XX.wav,neutral,64.67,1.0
1002/1002_TSI_HAP_XX.wav,happiness,60.5,0.8
1002/1002_TSI_SAD_XX.wav,sadness,33.0,0.444444444444444
1002/1002_TSI_ANG_XX.wav,anger,64.0,0.8
1002/1002_TSI_FEA_XX.wav,neutral,63.4,0.625
1002/1002_TSI_DIS_XX.wav,anger,63.8,0.5
1002/1002_WSI_NEU_XX.wav,neutral,69.33,0.9
1002/1002_WSI_HAP_XX.wav,happiness,59.38,0.8
1002/1002_WSI_SAD_XX.wav,sadness,56.67,0.6
1002/1002_WSI_ANG_XX.wav,anger,63.62,0.8888888888888891
1002/1002_WSI_FEA_XX.wav,fear,38.17,0.6
1002/1002_WSI_DIS_XX.wav,no_agreement,,0.4
1003/1003_IEO_NEU_XX.wav,neutral,89.14,0.7777777777777779
1003/1003_IEO_HAP_LO.wav,happiness,77.12,0.8888888888888891
1003/1003_IEO_HAP_MD.wav,happiness,87.44,0.9
1003/1003_IEO_HAP_HI.wav,happiness,65.27,1.0
1003/1003_IEO_SAD_LO.wav,neutral,80.0,0.5
1003/1003_IEO_SAD_MD.wav,sadness,55.33,0.6
1003/1003_IEO_SAD_HI.wav,sadness,70.44,0.9
1003/1003_IEO_ANG_LO.wav,anger,34.83,0.6
1003/1003_IEO_ANG_MD.wav,anger,69.83,0.6
1003/1003_IEO_ANG_HI.wav,anger,70.0,1.0
1003/1003_IEO_FEA_LO.wav,neutral,69.0,0.555555555555556
1003/1003_IEO_FEA_MD.wav,no_agreement,,0.33333333333333304
1003/1003_IEO_FEA_HI.wav,sadness,48.8,0.5
1003/1003_IEO_DIS_LO.wav,disgust,59.67,1.0
1003/1003_IEO_DIS_MD.wav,sadness,70.17,0.6
1003/1003_IEO_DIS_HI.wav,disgust,71.0,0.7777777777777779
1003/1003_TIE_NEU_XX.wav,neutral,76.22,0.9
1003/1003_TIE_HAP_XX.wav,happiness,78.22,1.0
1003/1003_TIE_SAD_XX.wav,neutral,61.5,0.545454545454545
1003/1003_TIE_ANG_XX.wav,anger,62.5,0.7272727272727271
1003/1003_TIE_FEA_XX.wav,fear,66.14,0.7
1003/1003_TIE_DIS_XX.wav,disgust,70.33,0.9
1003/1003_IOM_NEU_XX.wav,neutral,75.75,0.8888888888888891
1003/1003_IOM_HAP_XX.wav,happiness,72.22,0.9
1003/1003_IOM_SAD_XX.wav,sadness,59.0,0.555555555555556
1003/1003_IOM_ANG_XX.wav,anger,72.4,1.0
1003/1003_IOM_FEA_XX.wav,sadness,45.83,0.6
1003/1003_IOM_DIS_XX.wav,disgust,60.5,0.8
1003/1003_IWW_NEU_XX.wav,neutral,69.17,0.75
1003/1003_IWW_HAP_XX.wav,happiness,63.3,1.0
1003/1003_IWW_SAD_XX.wav,fear,36.0,0.4
1003/1003_IWW_ANG_XX.wav,anger,59.5,0.6
1003/1003_IWW_FEA_XX.wav,fear,68.56,0.818181818181818
1003/1003_IWW_DIS_XX.wav,disgust,57.22,0.9
1003/1003_TAI_NEU_XX.wav,neutral,72.25,0.8888888888888891
1003/1003_TAI_HAP_XX.wav,happiness,66.89,0.9
1003/1003_TAI_SAD_XX.wav,sadness,60.38,0.8
1003/1003_TAI_ANG_XX.wav,anger,62.43,0.7
1003/1003_TAI_FEA_XX.wav,fear,73.0,0.8
1003/1003_TAI_DIS_XX.wav,disgust,67.33,0.666666666666667
1003/1003_MTI_NEU_XX.wav,neutral,81.33,0.9
1003/1003_MTI_HAP_XX.wav,happiness,75.5,1.0
1003/1003_MTI_SAD_XX.wav,sadness,64.0,0.6
1003/1003_MTI_ANG_XX.wav,anger,55.6,0.5
1003/1003_MTI_FEA_XX.wav,sadness,60.83,0.6
1003/1003_MTI_DIS_XX.wav,sadness,58.56,0.9
1003/1003_IWL_NEU_XX.wav,neutral,76.11,0.818181818181818
1003/1003_IWL_HAP_XX.wav,happiness,87.2,1.0
1003/1003_IWL_SAD_XX.wav,sadness,60.4,0.625
1003/1003_IWL_ANG_XX.wav,anger,86.56,0.9
1003/1003_IWL_FEA_XX.wav,no_agreement,,0.444444444444444
1003/1003_IWL_DIS_XX.wav,disgust,74.33,0.9
1003/1003_ITH_NEU_XX.wav,neutral,85.0,0.666666666666667
1003/1003_ITH_HAP_XX.wav,happiness,62.56,0.9
1003/1003_ITH_SAD_XX.wav,sadness,57.5,0.444444444444444
1003/1003_ITH_ANG_XX.wav,anger,52.25,0.4
1003/1003_ITH_FEA_XX.wav,fear,71.2,0.5
1003/1003_ITH_DIS_XX.wav,disgust,47.25,0.7272727272727271
1003/1003_DFA_NEU_XX.wav,neutral,80.75,0.36363636363636404
1003/1003_DFA_HAP_XX.wav,happiness,86.78,0.9
1003/1003_DFA_SAD_XX.wav,sadness,45.33,0.666666666666667
1003/1003_DFA_ANG_XX.wav,anger,71.33,0.9
1003/1003_DFA_FEA_XX.wav,fear,45.12,0.8
1003/1003_DFA_DIS_XX.wav,disgust,62.57,0.7
1003/1003_ITS_NEU_XX.wav,neutral,72.44,0.9
1003/1003_ITS_HAP_XX.wav,happiness,77.33,0.9
1003/1003_ITS_SAD_XX.wav,fear,57.4,0.5
1003/1003_ITS_ANG_XX.wav,anger,65.75,0.8888888888888891
1003/1003_ITS_FEA_XX.wav,fear,62.8,0.625
1003/1003_ITS_DIS_XX.wav,disgust,70.3,0.9090909090909091
1003/1003_TSI_NEU_XX.wav,neutral,75.33,0.545454545454545
1003/1003_TSI_HAP_XX.wav,happiness,74.56,1.0
1003/1003_TSI_SAD_XX.wav,neutral,86.0,0.444444444444444
1003/1003_TSI_ANG_XX.wav,anger,73.88,0.8
1003/1003_TSI_FEA_XX.wav,fear,69.12,0.8
1003/1003_TSI_DIS_XX.wav,disgust,78.1,1.0
1003/1003_WSI_NEU_XX.wav,neutral,71.38,0.8
1003/1003_WSI_HAP_XX.wav,happiness,78.0,1.0
1003/1003_WSI_SAD_XX.wav,sadness,67.8,0.5
1003/1003_WSI_ANG_XX.wav,anger,69.0,0.9
1003/1003_WSI_FEA_XX.wav,fear,54.5,0.444444444444444
1003/1003_WSI_DIS_XX.wav,disgust,62.56,0.9
1004/1004_IEO_NEU_XX.wav,neutral,71.67,0.666666666666667
1004/1004_IEO_HAP_LO.wav,happiness,71.9,1.0
1004/1004_IEO_HAP_MD.wav,happiness,71.11,1.0
1004/1004_IEO_HAP_HI.wav,happiness,91.8,1.0
1004/1004_IEO_SAD_LO.wav,sadness,58.33,0.6
1004/1004_IEO_SAD_MD.wav,sadness,71.6,0.555555555555556
1004/1004_IEO_SAD_HI.wav,sadness,74.2,1.0
1004/1004_IEO_ANG_LO.wav,anger,68.14,0.7777777777777779
1004/1004_IEO_ANG_MD.wav,anger,79.78,1.0
1004/1004_IEO_ANG_HI.wav,anger,90.33,0.9
1004/1004_IEO_FEA_LO.wav,fear,50.25,0.4
1004/1004_IEO_FEA_MD.wav,fear,65.67,0.6
1004/1004_IEO_FEA_HI.wav,fear,65.6,0.5
1004/1004_IEO_DIS_LO.wav,disgust,59.0,0.5
1004/1004_IEO_DIS_MD.wav,disgust,70.5,0.6
1004/1004_IEO_DIS_HI.wav,disgust,67.67,0.9
1004/1004_TIE_NEU_XX.wav,neutral,83.25,0.5714285714285711
1004/1004_TIE_HAP_XX.wav,happiness,53.57,0.7777777777777779
1004/1004_TIE_SAD_XX.wav,sadness,77.38,0.8888888888888891
1004/1004_TIE_ANG_XX.wav,anger,91.8,1.0
1004/1004_TIE_FEA_XX.wav,fear,62.89,0.9
1004/1004_TIE_DIS_XX.wav,disgust,82.0,0.666666666666667
1004/1004_IOM_NEU_XX.wav,neutral,83.0,0.7777777777777779
1004/1004_IOM_HAP_XX.wav,happiness,81.38,0.8
1004/1004_IOM_SAD_XX.wav,sadness,49.67,0.6
1004/1004_IOM_ANG_XX.wav,anger,62.83,0.6
1004/1004_IOM_FEA_XX.wav,fear,50.83,0.666666666666667
1004/1004_IOM_DIS_XX.wav,no_agreement,,0.375
1004/1004_IWW_NEU_XX.wav,neutral,87.14,0.7
1004/1004_IWW_HAP_XX.wav,happiness,66.25,0.8
1004/1004_IWW_SAD_XX.wav,fear,64.2,0.5
1004/1004_IWW_ANG_XX.wav,anger,69.88,0.8
1004/1004_IWW_FEA_XX.wav,fear,47.78,0.9
1004/1004_IWW_DIS_XX.wav,fear,45.6,0.5
1004/1004_TAI_NEU_XX.wav,neutral,78.75,0.8
1004/1004_TAI_HAP_XX.wav,happiness,74.33,0.9
1004/1004_TAI_SAD_XX.wav,sadness,56.29,0.7777777777777779
1004/1004_TAI_ANG_XX.wav,anger,69.5,0.8
1004/1004_TAI_FEA_XX.wav,fear,56.0,1.0
1004/1004_TAI_DIS_XX.wav,disgust,62.29,0.7777777777777779
1004/1004_MTI_NEU_XX.wav,neutral,76.0,0.8888888888888891
1004/1004_MTI_HAP_XX.wav,happiness,70.25,1.0
1004/1004_MTI_SAD_XX.wav,sadness,51.25,0.4
1004/1004_MTI_ANG_XX.wav,anger,70.0,0.555555555555556
1004/1004_MTI_FEA_XX.wav,fear,78.6,0.555555555555556
1004/1004_MTI_DIS_XX.wav,disgust,47.67,0.375
1004/1004_IWL_NEU_XX.wav,neutral,64.0,0.9
1004/1004_IWL_HAP_XX.wav,happiness,74.3,1.0
1004/1004_IWL_SAD_XX.wav,sadness,74.0,1.0
1004/1004_IWL_ANG_XX.wav,anger,74.43,0.7777777777777779
1004/1004_IWL_FEA_XX.wav,fear,58.33,0.75
1004/1004_IWL_DIS_XX.wav,disgust,56.4,0.5
1004/1004_ITH_NEU_XX.wav,neutral,74.86,0.7
1004/1004_ITH_HAP_XX.wav,happiness,86.67,1.0
1004/1004_ITH_SAD_XX.wav,no_agreement,,0.4
1004/1004_ITH_ANG_XX.wav,anger,77.17,0.6
1004/1004_ITH_FEA_XX.wav,fear,59.0,0.9
1004/1004_ITH_DIS_XX.wav,disgust,48.29,0.7
1004/1004_DFA_NEU_XX.wav,neutral,72.5,0.5
1004/1004_DFA_HAP_XX.wav,happiness,75.7,1.0
1004/1004_DFA_SAD_XX.wav,sadness,61.86,0.583333333333333
1004/1004_DFA_ANG_XX.wav,anger,80.5,0.9090909090909091
1004/1004_DFA_FEA_XX.wav,neutral,77.8,0.45454545454545503
1004/1004_DFA_DIS_XX.wav,disgust,60.88,0.7272727272727271
1004/1004_ITS_NEU_XX.wav,neutral,71.43,0.7
1004/1004_ITS_HAP_XX.wav,happiness,62.12,0.8
1004/1004_ITS_SAD_XX.wav,sadness,60.6,0.45454545454545503
1004/1004_ITS_ANG_XX.wav,disgust,52.0,0.5
1004/1004_ITS_FEA_XX.wav,fear,57.5,0.9090909090909091
1004/1004_ITS_DIS_XX.wav,disgust,67.29,0.7777777777777779
1004/1004_TSI_NEU_XX.wav,neutral,66.0,0.7
1004/1004_TSI_HAP_XX.wav,happiness,67.64,1.0
1004/1004_TSI_SAD_XX.wav,fear,70.0,0.4166666666666671
1004/1004_TSI_ANG_XX.wav,anger,64.25,0.7272727272727271
1004/1004_TSI_FEA_XX.wav,fear,55.14,0.6363636363636359
1004/1004_TSI_DIS_XX.wav,disgust,61.67,0.545454545454545
1004/1004_WSI_NEU_XX.wav,neutral,54.8,0.45454545454545503
1004/1004_WSI_HAP_XX.wav,happiness,75.3,0.9090909090909091
1004/1004_WSI_SAD_XX.wav,no_agreement,,0.3
1004/1004_WSI_ANG_XX.wav,anger,77.6,0.9090909090909091
1004/1004_WSI_FEA_XX.wav,fear,51.09,1.0
1004/1004_WSI_DIS_XX.wav,disgust,63.0,0.8
1005/1005_IEO_NEU_XX.wav,neutral,74.11,0.818181818181818
1005/1005_IEO_HAP_LO.wav,happiness,51.6,0.9090909090909091
1005/1005_IEO_HAP_MD.wav,happiness,71.6,0.9090909090909091
1005/1005_IEO_HAP_HI.wav,happiness,72.3,0.9090909090909091
1005/1005_IEO_SAD_LO.wav,neutral,80.33,0.818181818181818
1005/1005_IEO_SAD_MD.wav,sadness,78.33,0.545454545454545
1005/1005_IEO_SAD_HI.wav,neutral,39.0,0.4
1005/1005_IEO_ANG_LO.wav,neutral,76.78,1.0
1005/1005_IEO_ANG_MD.wav,no_agreement,,0.4
1005/1005_IEO_ANG_HI.wav,anger,62.56,1.0
1005/1005_IEO_FEA_LO.wav,neutral,82.6,0.5
1005/1005_IEO_FEA_MD.wav,no_agreement,,0.33333333333333304
1005/1005_IEO_FEA_HI.wav,fear,48.75,0.8888888888888891
1005/1005_IEO_DIS_LO.wav,no_agreement,,0.33333333333333304
1005/1005_IEO_DIS_MD.wav,disgust,57.57,0.7
1005/1005_IEO_DIS_HI.wav,disgust,57.0,0.6363636363636359
1005/1005_TIE_NEU_XX.wav,neutral,70.57,0.7777777777777779
1005/1005_TIE_HAP_XX.wav,happiness,79.14,0.7777777777777779
1005/1005_TIE_SAD_XX.wav,neutral,67.25,0.5
1005/1005_TIE_ANG_XX.wav,anger,57.67,0.9
1005/1005_TIE_FEA_XX.wav,fear,36.4,0.555555555555556
1005/1005_TIE_DIS_XX.wav,disgust,65.6,0.555555555555556
1005/1005_IOM_NEU_XX.wav,neutral,74.0,0.8
1005/1005_IOM_HAP_XX.wav,happiness,76.0,1.0
1005/1005_IOM_SAD_XX.wav,neutral,61.33,0.6
1005/1005_IOM_ANG_XX.wav,anger,65.89,0.9
1005/1005_IOM_FEA_XX.wav,no_agreement,,0.4
1005/1005_IOM_DIS_XX.wav,neutral,82.0,0.4
1005/1005_IWW_NEU_XX.wav,neutral,78.0,0.7
1005/1005_IWW_HAP_XX.wav,neutral,78.5,0.4
1005/1005_IWW_SAD_XX.wav,no_agreement,,0.5
1005/1005_IWW_ANG_XX.wav,fear,62.5,0.444444444444444
1005/1005_IWW_FEA_XX.wav,fear,44.9,1.0
1005/1005_IWW_DIS_XX.wav,fear,58.25,0.444444444444444
1005/1005_TAI_NEU_XX.wav,neutral,81.8,1.0
1005/1005_TAI_HAP_XX.wav,happiness,61.17,0.545454545454545
1005/1005_TAI_SAD_XX.wav,sadness,44.75,0.444444444444444
1005/1005_TAI_ANG_XX.wav,disgust,46.75,0.5
1005/1005_TAI_FEA_XX.wav,fear,56.6,1.0
1005/1005_TAI_DIS_XX.wav,fear,56.2,0.5
1005/1005_MTI_NEU_XX.wav,neutral,86.2,1.0
1005/1005_MTI_HAP_XX.wav,happiness,76.14,0.7777777777777779
1005/1005_MTI_SAD_XX.wav,neutral,87.44,1.0
1005/1005_MTI_ANG_XX.wav,anger,47.5,0.4
1005/1005_MTI_FEA_XX.wav,neutral,80.67,0.666666666666667
1005/1005_MTI_DIS_XX.wav,neutral,58.2,0.5
1005/1005_IWL_NEU_XX.wav,neutral,79.78,0.9
1005/1005_IWL_HAP_XX.wav,happiness,61.71,0.7
1005/1005_IWL_SAD_XX.wav,neutral,82.89,0.9
1005/1005_IWL_ANG_XX.wav,anger,43.0,0.6
1005/1005_IWL_FEA_XX.wav,fear,51.8,0.555555555555556
1005/1005_IWL_DIS_XX.wav,disgust,76.67,0.6
1005/1005_ITH_NEU_XX.wav,neutral,74.9,1.0
1005/1005_ITH_HAP_XX.wav,happiness,65.0,1.0
1005/1005_ITH_SAD_XX.wav,neutral,80.75,0.444444444444444
1005/1005_ITH_ANG_XX.wav,anger,47.6,0.5
1005/1005_ITH_FEA_XX.wav,fear,57.12,1.0
1005/1005_ITH_DIS_XX.wav,disgust,63.71,0.7
1005/1005_DFA_NEU_XX.wav,neutral,63.5,0.666666666666667
1005/1005_DFA_HAP_XX.wav,happiness,68.0,0.9
1005/1005_DFA_SAD_XX.wav,neutral,82.88,0.8
1005/1005_DFA_ANG_XX.wav,no_agreement,,0.444444444444444
1005/1005_DFA_FEA_XX.wav,fear,37.6,0.555555555555556
1005/1005_DFA_DIS_XX.wav,disgust,61.78,0.9
1005/1005_ITS_NEU_XX.wav,neutral,79.33,0.6
1005/1005_ITS_HAP_XX.wav,happiness,63.4,1.0
1005/1005_ITS_SAD_XX.wav,sadness,25.25,0.5714285714285711
1005/1005_ITS_ANG_XX.wav,neutral,49.4,0.5
1005/1005_ITS_FEA_XX.wav,fear,72.62,0.8
1005/1005_ITS_DIS_XX.wav,disgust,45.5,0.8
1005/1005_TSI_NEU_XX.wav,neutral,84.6,1.0
1005/1005_TSI_HAP_XX.wav,happiness,81.0,1.0
1005/1005_TSI_SAD_XX.wav,neutral,77.25,0.8
1005/1005_TSI_ANG_XX.wav,disgust,39.0,0.5
1005/1005_TSI_FEA_XX.wav,fear,53.12,0.8
1005/1005_TSI_DIS_XX.wav,disgust,50.67,0.75
1005/1005_WSI_NEU_XX.wav,neutral,80.4,0.5
1005/1005_WSI_HAP_XX.wav,happiness,60.25,1.0
1005/1005_WSI_SAD_XX.wav,neutral,65.0,0.5
1005/1005_WSI_ANG_XX.wav,anger,63.38,0.8
1005/1005_WSI_FEA_XX.wav,neutral,68.5,0.5
1005/1005_WSI_DIS_XX.wav,disgust,54.0,0.6
1006/1006_IEO_NEU_XX.wav,neutral,72.14,0.875
1006/1006_IEO_HAP_LO.wav,happiness,46.5,0.666666666666667
1006/1006_IEO_HAP_MD.wav,happiness,55.44,0.9
1006/1006_IEO_HAP_HI.wav,happiness,82.62,1.0
1006/1006_IEO_SAD_LO.wav,neutral,51.8,0.625
1006/1006_IEO_SAD_MD.wav,sadness,63.44,0.818181818181818
1006/1006_IEO_SAD_HI.wav,sadness,54.71,0.6363636363636359
1006/1006_IEO_ANG_LO.wav,neutral,62.29,0.7
1006/1006_IEO_ANG_MD.wav,disgust,40.0,0.5
1006/1006_IEO_ANG_HI.wav,anger,85.43,0.7777777777777779
1006/1006_IEO_FEA_LO.wav,sadness,50.5,0.444444444444444
